geodata_id,geodata_name,geodata_tags,geodata_geom,osm_id,osm_name,osm_tags,osm_geom,tot_score,name_dist,tag_dist,spatial_dist (meters),status
252,PARKING,Αυτοκίνηση|Χώροι στάθμευσης|_,POINT (23.7790059880620639 38.0405044295948969),225006558,[],"[('amenity', 'parking'), ('parking', 'surface')]",POINT (23.7793927 38.0398733),0.94,0,94,99.05025653733699,True
255,OPEL SERVICE,Αυτοκίνηση|Εμπόριο και υπηρεσίες αυτοκινήτων|_,POINT (23.8194399925042255 38.0406999867267430),4879429222,['Opel'],"[('name', 'Opel'), ('name:el', 'Opel'), ('name:en', 'Opel'), ('shop', 'car_repair')]",POINT (23.8198381 38.0409047),0.9440000000000001,100,86,52.92688128396889,True
256,HUNDAI,Αυτοκίνηση|Εμπόριο και υπηρεσίες αυτοκινήτων|_,POINT (23.8020982009039450 38.0407773817209929),4656636056,['Hyundai'],"[('name', 'Hyundai'), ('shop', 'car')]",POINT (23.8022503 38.04164259999998),0.8960000000000001,92,86,123.46159390908414,True
257,HUNDAI,Αυτοκίνηση|Εμπόριο και υπηρεσίες αυτοκινήτων|_,POINT (23.8020982009039450 38.0407773817209929),4656636056,['Hyundai'],"[('name', 'Hyundai'), ('shop', 'car')]",POINT (23.8022503 38.04164259999998),0.8960000000000001,92,86,123.46159390908414,True
260,PARKING,Αυτοκίνηση|Χώροι στάθμευσης|_,POINT (23.8035608193142316 38.0409020379124669),264693376,[],"[('access', 'customers'), ('amenity', 'parking'), ('parking', 'surface')]",POINT (23.8038362 38.04125770000001),0.94,0,94,58.88078615211,True
261,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες|Περίπτερα|_,POINT (23.8028264310156388 38.0409178436636353),409783360,[],"[('addr:city', 'Μαρούσι'), ('addr:street', 'Κηφισίας'), ('building', 'yes'), ('shop', 'kiosk')]",POINT (23.80295689999999 38.0407633),0.89,0,89,26.23165441284416,True
262,FLOCAFE,Διασκέδαση|Καφετέριες|_,POINT (23.8029399922300229 38.0409399864802253),789382450,['Flocafe'],"[('amenity', 'cafe'), ('name', 'Flocafe')]",POINT (23.8034025 38.04066329999999),0.936,100,84,64.65508307110368,True
267,PARKING,Αυτοκίνηση|Χώροι στάθμευσης|_,POINT (23.8043260413749884 38.0411052452566025),264693375,[],"[('access', 'customers'), ('amenity', 'parking'), ('parking', 'surface')]",POINT (23.8041439 38.04103259999999),0.94,0,94,22.727631108068515,True
268,FLOCAFE,Διασκέδαση|Καφετέριες|_,POINT (23.8033257322665008 38.0411286362334451),789382450,['Flocafe'],"[('amenity', 'cafe'), ('name', 'Flocafe')]",POINT (23.8034025 38.04066329999999),0.936,100,84,66.32593968790678,True
269,PARKING ΟΛΥΜΠΙΑΚΟΥ ΚΕΝΤΡΟΥ,Αυτοκίνηση|Χώροι στάθμευσης|_,POINT (23.7887477710180413 38.0411052446453013),225190168,[],"[('amenity', 'parking'), ('parking', 'surface')]",POINT (23.7887525 38.04192490000001),0.94,0,94,115.85662375401141,True
276,ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΡΟΥΣΙΟΥ 4Ο,Εκπαίδευση|Πρωτοβάθμια|Νηπιαγωγεία,POINT (23.8161242822675518 38.0413788864217324),624637792,['4ο Νηπιαγωγείο Αμαρουσίου'],"[('amenity', 'kindergarten'), ('name', '4ο Νηπιαγωγείο Αμαρουσίου')]",POINT (23.8156475 38.0406495),0.916,92,91,115.95542028494152,True
277,ΓΗΠΕΔΑ ΤΕΝΝΙΣ,Αθλητισμός και αναψυχή|Αθλητικές εγκαταστάσεις|Γήπεδα,POINT (23.7894502371620824 38.0414816903834136),225052215,[],"[('leisure', 'pitch'), ('sport', 'tennis')]",POINT (23.7895638 38.04141049999998),0.75,0,75,16.157598713605573,True
279,ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΡΟΥΣΙΟΥ 16Ο,Εκπαίδευση|Πρωτοβάθμια|Νηπιαγωγεία,POINT (23.8235174088743733 38.0418099848068678),4375434711,['16ο Νηπιαγωγείο Αμαρουσίου'],"[('amenity', 'kindergarten'), ('name', '16ο Νηπιαγωγείο Αμαρουσίου')]",POINT (23.8237407 38.04178319999999),0.916,92,91,25.143323432768288,True
285,PARKING,Αυτοκίνηση|Χώροι στάθμευσης|_,POINT (23.8059139093160574 38.0425214511765049),6553153,[],"[('amenity', 'parking'), ('type', 'multipolygon')]",POINT (23.80520019999999 38.04253559999998),0.94,0,94,79.47492464342109,True
286,PARKING,Αυτοκίνηση|Χώροι στάθμευσης|_,POINT (23.7810659244101146 38.0426501973228994),174886468,[],"[('amenity', 'parking'), ('parking', 'surface'), ('source', 'Bing')]",POINT (23.7802991 38.04247760000001),0.94,0,94,88.7802918866181,True
291,ΙΑΤΡΙΚΟ ΚΕΝΤΡΟ ΑΘΗΝΩΝ,Περίθαλψη|Νοσοκομεία|Ιδιωτικά νοσοκομεία,POINT (23.8060873387904728 38.0428384562244091),223608299,"['Ιατρικό Κέντρο Αθηνών', 'Athens Medical Center']","[('amenity', 'hospital'), ('emergency', 'no'), ('name', 'Ιατρικό Κέντρο Αθηνών'), ('name:el', 'Ιατρικό Κέντρο Αθηνών'), ('name:en', 'Athens Medical Center'), ('operator', 'Athens Medical Group'), ('toilets:wheelchair', 'yes'), ('wheelchair', 'yes')]",POINT (23.8056418 38.04320450000001),0.8760000000000001,86,90,71.67226045722529,True
306,EFG EUROBANK,Επιχειρήσεις|Τράπεζες|Καταστήματα,POINT (23.8050939865667104 38.0437979919064304),4228651549,['Eurobank'],"[('addr:city', 'Μαρούσι'), ('addr:housenumber', '56'), ('addr:postcode', '15125'), ('addr:street', 'Κηφισίας'), ('amenity', 'bank'), ('atm', 'yes'), ('brand', 'Eurobank'), ('brand:wikidata', 'Q951850'), ('brand:wikipedia', 'el:Eurobank'), ('name', 'Eurobank'), ('opening_hours', 'Mo-Fr 08:30-14:00')]",POINT (23.80512179999999 38.04367229999998),0.92,100,80,18.034417705535024,True
307,ΦΑΡΜΑΚΕΙΟ ΚΑΝΑΤΙΔΟΥ ΟΛΓΑ ΚΑΙ ΣΙΑ Ο.Ε.,Περίθαλψη|Φαρμακεία|_,POINT (23.8050939865667104 38.0437979919064304),4405141089,[],"[('addr:city', 'Μαρούσι'), ('addr:housenumber', '56'), ('addr:street', 'Κηφισίας'), ('amenity', 'pharmacy'), ('healthcare', 'pharmacy')]",POINT (23.8050423 38.04358049999999),0.89,0,89,31.276428435128345,True
309,PROBANK,Επιχειρήσεις|Τράπεζες|Καταστήματα,POINT (23.8053967914704607 38.0438887942945030),4228651549,['Eurobank'],"[('addr:city', 'Μαρούσι'), ('addr:housenumber', '56'), ('addr:postcode', '15125'), ('addr:street', 'Κηφισίας'), ('amenity', 'bank'), ('atm', 'yes'), ('brand', 'Eurobank'), ('brand:wikidata', 'Q951850'), ('brand:wikipedia', 'el:Eurobank'), ('name', 'Eurobank'), ('opening_hours', 'Mo-Fr 08:30-14:00')]",POINT (23.80512179999999 38.04367229999998),0.8,80,80,43.28453194617828,True
314,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες|Περίπτερα|_,POINT (23.8051386856273943 38.0440897833693299),4416058544,[],"[('addr:city', 'Μαρούσι'), ('addr:street', 'Κηφισίας'), ('shop', 'kiosk')]",POINT (23.8053543 38.04414879999999),0.89,0,89,25.41043964765875,True
315,ΦΑΡΜΑΚΕΙΟ ΜΑΜΙΔΑΣ ΙΩΑΝΝΗΣ,Περίθαλψη|Φαρμακεία|_,POINT (23.8117436575044685 38.0441056858986428),6196738000,[],"[('addr:street', 'Σωρού'), ('amenity', 'pharmacy')]",POINT (23.81181239999999 38.04405440000001),0.89,0,89,10.540958212164762,True
327,ALPHA BANK,Επιχειρήσεις|Τράπεζες|Καταστήματα,POINT (23.8055587178114578 38.0443528857016346),1668111963,['Alpha Bank'],"[('amenity', 'bank'), ('atm', 'yes'), ('brand', 'Alpha Bank'), ('brand:wikidata', 'Q747394'), ('brand:wikipedia', 'en:Alpha Bank'), ('name', 'Alpha Bank')]",POINT (23.8057478 38.04420979999997),0.92,100,80,29.19090151267463,True
330,PARKING,Αυτοκίνηση|Χώροι στάθμευσης|_,POINT (23.8078880140735762 38.0444097262576406),440552806,[],"[('access', 'customers'), ('amenity', 'parking'), ('parking', 'surface')]",POINT (23.8087624 38.04424149999998),0.94,0,94,100.19870779087059,True
332,ΦΑΡΜΑΚΕΙΟ ΓΕΩΡΓΑΝΤΗΣ ΓΕΩΡΓΙΟΣ,Περίθαλψη|Φαρμακεία|_,POINT (23.8289539874735183 38.0445164113824248),6211112559,[],"[('addr:street', 'Σισμανογλείου'), ('amenity', 'pharmacy')]",POINT (23.8288803 38.04459210000001),0.89,0,89,13.48148297590427,True
335,THE MALL ATHENS,Αγαθά - υπηρεσίες|Εμπορικά κέντρα|_,POINT (23.7902899210688403 38.0445012788535877),44000881,['The Mall Athens'],"[('addr:city', 'Μαρούσι'), ('addr:housenumber', '35'), ('addr:street', 'Ανδρέα Παπανδρέου'), ('building', 'yes'), ('building:levels', '5'), ('contact:email', 'info@themallathens.gr'), ('layer', '1'), ('name', 'The Mall Athens'), ('name:en', 'The Mall Athens'), ('phone', '210-6300000'), ('shop', 'mall'), ('website', 'https://themallathens.gr/gre/'), ('wikipedia', 'el:The Mall Athens')]",POINT (23.7903903 38.04459589999998),0.948,100,87,17.42841903552088,True
351,ΕΘΝΙΚΗ ΤΡΑΠΕΖΑ,Επιχειρήσεις|Τράπεζες|Καταστήματα,POINT (23.8062391508074427 38.0448325702134298),4497666891,"['National Bank of Greece', 'Εθνική Τράπεζα']","[('addr:street', 'Κηφισίας'), ('amenity', 'bank'), ('brand', 'Εθνική Τράπεζα'), ('brand:el', 'Εθνική Τράπεζα'), ('brand:en', 'National Bank of Greece'), ('brand:wikidata', 'Q1816028'), ('brand:wikipedia', 'en:National Bank of Greece'), ('name', 'Εθνική Τράπεζα'), ('name:el', 'Εθνική Τράπεζα'), ('name:en', 'National Bank of Greece')]",POINT (23.8063249 38.04484919999999),0.8360000000000001,86,80,9.830732087784556,True
354,VILLAGE WORLD,Πολιτισμός|Κινηματογράφοι|_,POINT (23.7902658133989782 38.0448345885165082),956779194,['Village Cinemas'],"[('addr:city', 'Μαρούσι'), ('amenity', 'cinema'), ('name', 'Village Cinemas'), ('wheelchair', 'yes')]",POINT (23.7902486 38.04492449999999),0.792,70,93,12.852899719108555,True
356,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες|Περίπτερα|_,POINT (23.8094383403605399 38.0448809054503627),5118986553,[],"[('addr:city', 'Μαρούσι'), ('addr:street', 'Κηφισίας'), ('shop', 'kiosk')]",POINT (23.8073992 38.04596770000001),0.89,0,89,274.09338952210345,True
370,ΑΣΠΑΙΤΕ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα|Σημεία γενικού ενδιαφέροντος|Γειτονιές,POINT (23.7864477173871762 38.0453552156119201),224969199,"['Higher School of Pedagogical & Technological Education', 'ΑΣΠΑΙΤΕ', 'ASPETE', 'Ανωτάτη Σχολή Παιδαγωγικής και Τεχνολογικής Εκπαίδευσης']","[('amenity', 'college'), ('name', 'Ανωτάτη Σχολή Παιδαγωγικής και Τεχνολογικής Εκπαίδευσης'), ('name:el', 'Ανωτάτη Σχολή Παιδαγωγικής και Τεχνολογικής Εκπαίδευσης'), ('name:en', 'Higher School of Pedagogical & Technological Education'), ('note', 'area estimated'), ('short_name', 'ΑΣΠΑΙΤΕ'), ('short_name:el', 'ΑΣΠΑΙΤΕ'), ('short_name:en', 'ASPETE')]",POINT (23.7854216 38.04431019999998),0.752,100,38,186.72920384831247,True
371,WIND ΕΛΛΑΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΕΣ Α.Ε.Β.Ε.,Αγαθά - υπηρεσίες|Καταστήματα|Είδη τηλεπικοινωνίας,POINT (23.8068224882866701 38.0454073039890162),4665653142,['Wind'],"[('addr:city', 'Μαρούσι'), ('addr:housenumber', '66'), ('addr:street', 'Κηφισίας'), ('name', 'Wind'), ('shop', 'mobile_phone')]",POINT (23.8070962 38.04547419999999),0.8320000000000001,100,58,31.9030359578862,True
372,WIND,Αγαθά - υπηρεσίες|Καταστήματα|Είδη τηλεπικοινωνίας,POINT (23.8069351987953226 38.0455143346449276),4665653142,['Wind'],"[('addr:city', 'Μαρούσι'), ('addr:housenumber', '66'), ('addr:street', 'Κηφισίας'), ('name', 'Wind'), ('shop', 'mobile_phone')]",POINT (23.8070962 38.04547419999999),0.8320000000000001,100,58,18.799037083031887,True
374,AMBIENTE,Αγαθά - υπηρεσίες|Καταστήματα|Έπιπλα - είδη υγιεινής,POINT (23.8066507483530003 38.0456955169056457),4499153290,[],"[('addr:street', 'Κηφισίας'), ('shop', 'furniture')]",POINT (23.8069836 38.04627899999999),0.9,0,90,90.41898072691723,True
375,ΣΙΣΜΑΝΟΓΛΕΙΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΤΤΙΚΗΣ,Περίθαλψη|Νοσοκομεία|Δημόσια νοσοκομεία,POINT (23.8286918127791054 38.0457425151831714),84752649,"['Sismanogleio Hospital', 'Σισμανόγλειο Γενικό Νοσοκομείο']","[('amenity', 'hospital'), ('int_name', 'Sismanogleio Hospital'), ('name', 'Σισμανόγλειο Γενικό Νοσοκομείο')]",POINT (23.8287791 38.04597899999999),0.8340000000000001,79,90,34.811866929994004,True
378,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες|Περίπτερα|_,POINT (23.8073323620473758 38.0459573735796184),5118986553,[],"[('addr:city', 'Μαρούσι'), ('addr:street', 'Κηφισίας'), ('shop', 'kiosk')]",POINT (23.8073992 38.04596770000001),0.89,0,89,7.58220022063073,True
381,ΦΑΡΜΑΚΕΙΟ ΜΕΤΟΙΚΙΔΗΣ ΝΙΚΟΛΑΟΣ,Περίθαλψη|Φαρμακεία|_,POINT (23.8182186843624280 38.0460579653555229),6214463073,[],"[('addr:street', 'Μεσογείων'), ('amenity', 'pharmacy')]",POINT (23.8162857 38.04831439999998),0.89,0,89,384.7595171517783,True
388,PARKING,Αυτοκίνηση|Χώροι στάθμευσης|_,POINT (23.8081025911686588 38.0466413245701318),456433471,[],"[('amenity', 'parking')]",POINT (23.8084324 38.0467012),0.94,0,94,37.67710785784647,True
390,EFG EUROBANK,Επιχειρήσεις|Τράπεζες|Καταστήματα,POINT (23.8073566031416739 38.0467094884840975),4228650309,['Eurobank'],"[('addr:city', 'Μαρούσι'), ('addr:housenumber', '117'), ('addr:postcode', '15124'), ('addr:street', 'Κηφισίας'), ('amenity', 'bank'), ('atm', 'yes'), ('brand', 'Eurobank'), ('brand:wikidata', 'Q951850'), ('brand:wikipedia', 'el:Eurobank'), ('name', 'Eurobank')]",POINT (23.8072379 38.0467749),0.92,100,80,16.12774243627127,True
391,ΦΑΡΜΑΚΕΙΟ ΠΑΠΑΔΟΠΟΥΛΟΣ ΠΟΛΥΚΑΡΠΟΣ,Περίθαλψη|Φαρμακεία|_,POINT (23.8122785273476225 38.0467420219694716),6196738001,[],"[('addr:street', 'Βορειου Ηπειρου'), ('amenity', 'pharmacy')]",POINT (23.8091142 38.0475308),0.89,0,89,369.4768495039651,True
403,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ,Αγαθά - υπηρεσίες|Καταστήματα τροφίμων|Ζαχαροπλαστεία,POINT (23.8079336110455486 38.0470915429400733),4665646553,['Κωνσταντινίδης'],"[('addr:city', 'Μαρούσι'), ('addr:street', 'Κηφισίας'), ('name', 'Κωνσταντινίδης'), ('shop', 'confectionery')]",POINT (23.80802019999999 38.04699520000001),0.8740000000000001,93,79,16.684779751901548,True
411,ΜΙΜΗΣ ΦΩΤΟΠΟΥΛΟΣ,Πολιτισμός|Κινηματογράφοι|_,POINT (23.8043782642551953 38.0473542794184141),590358007,['Cine Μίμης Φωτόπουλος'],"[('addr:housenumber', '40'), ('addr:street', 'Αγίου Κωνσταντίνου'), ('amenity', 'cinema'), ('building', 'yes'), ('description', 'Θερινός κινηματογράφος'), ('name', 'Cine Μίμης Φωτόπουλος'), ('open_air', 'yes'), ('operator', 'Δήμος Αμαρουσίου'), ('outdoor_seating', 'park'), ('phone', '+30 2106198890'), ('screen', '1'), ('seasonal', 'yes')]",POINT (23.80453039999999 38.04702879999997),0.8280000000000001,76,93,49.02693509067992,True
413,ΦΑΡΜΑΚΕΙΟ,Περίθαλψη|Φαρμακεία|_,POINT (23.8076577212153424 38.0474332923406067),4688575266,[],"[('addr:city', 'Μαρούσι'), ('addr:street', 'Κηφισίας'), ('amenity', 'pharmacy')]",POINT (23.8080127 38.04712960000001),0.89,0,89,58.34756206286743,True
